vjdb_id,copy_of,seq_gc,seq_len,cluster_rep
vj000007108567,vj000007108567,0.6021985309120588,39208,vj000007194931
vj000008125623,vj000008125623,0.4083877621175661,2909,vj000013399564
vj000008125638,vj000008125638,0.40734444066644,2941,vj000013399564
vj000008125639,vj000008125639,0.4117257369990063,3019,vj000013399564
vj000008125642,vj000008125642,0.4052939154348573,2909,vj000013399564
vj000008125683,vj000008125683,0.4157650695517774,3235,vj000013399564
vj000008125693,vj000008125693,0.4097080787508486,2946,vj000013399564
vj000007570332,vj000007570332,0.6019658509398591,39474,vj000007194931
vj000007570351,vj000007570351,0.6022240359110386,39208,vj000007194931
vj000007570354,vj000007570354,0.6019304334608466,39473,vj000007194931
vj000007570356,vj000007570356,0.6019557672332987,39473,vj000007194931
vj000014633068,vj000014633068,0.4050733254062624,2523,vj000013399564
vj000014633081,vj000014633081,0.4045651318378591,2541,vj000013399564
vj000014633082,vj000014633082,0.403968253968254,2520,vj000013399564
vj000001636275,vj000001636288,0.3608923884514435,762,vj000008031567
vj000001636276,vj000002296450,0.358267716535433,762,vj000008031567
vj000001636277,vj000001636277,0.358267716535433,762,vj000008031567
vj000001636287,vj000002296450,0.358267716535433,762,vj000008031567
vj000001636310,vj000001636288,0.3608923884514435,762,vj000008031567
vj000014080988,vj000014080988,0.3850771869639794,1173,vj000013395381
vj000016304353,vj000016304353,0.4235294117647059,340,vj000011746716
vj000016304359,vj000016304359,0.4240687679083094,349,vj000011746716
vj000016586767,vj000016586767,0.3640552995391705,219,vj000013399564
vj000016671834,vj000016671831,0.3384223918575064,786,vj000013399564
vj000016671970,vj000016672073,0.3425925925925926,756,vj000013399564
vj000016672057,vj000016672066,0.3452855245683931,753,vj000013399564
vj000016672453,vj000016672452,0.3390501319261214,758,vj000013399564
vj000007194826,vj000007194826,0.6022240359110386,39208,vj000007194931
vj000007194929,vj000007194929,0.6019203486015403,39472,vj000007194931
vj000011720228,vj000011720221,0.335978835978836,756,vj000013399564
vj000011720253,vj000011720261,0.3373655913978494,744,vj000013399564
vj000011720255,vj000011720261,0.3373655913978494,744,vj000013399564
vj000011720257,vj000011720261,0.3373655913978494,744,vj000013399564
vj000011720258,vj000011720261,0.3373655913978494,744,vj000013399564
vj000007633576,vj000007633566,0.3604465709728867,627,vj000008031567
vj000002296414,vj000001636307,0.3649289099526066,633,vj000008031567
vj000002296417,vj000002296417,0.358267716535433,762,vj000008031567
vj000002296421,vj000002296421,0.3648293963254593,762,vj000008031567
vj000002296436,vj000002296436,0.3613666228646517,762,vj000008031567
vj000002296449,vj000002296449,0.3600525624178712,762,vj000008031567
vj000007108563,vj000007108563,0.6022240359110386,39208,vj000007194931
vj000007570342,vj000007570342,0.6019557672332987,39473,vj000007194931
vj000014633085,vj000014633087,0.405608214849921,2532,vj000013399564
vj000016671925,vj000011720461,0.3413978494623655,744,vj000013399564
vj000016671978,vj000016672107,0.3390728476821192,755,vj000013399564
vj000016671994,vj000016672000,0.3390728476821192,755,vj000013399564
vj000016672009,vj000011720540,0.3465608465608465,756,vj000013399564
vj000016672780,vj000016672776,0.3371501272264631,786,vj000013399564
vj000016672799,vj000016672798,0.3447837150127226,786,vj000013399564
vj000008031566,vj000008031566,0.3552123552123552,777,vj000008031567
vj000013395381,vj000013395381,0.3842832469775475,1173,vj000013395381
vj000015565331,vj000016671828,0.3439153439153439,756,vj000013399564
vj000011720220,vj000011720221,0.335978835978836,756,vj000013399564
vj000011720229,vj000011720221,0.335978835978836,756,vj000013399564
vj000011720235,vj000011720221,0.335978835978836,756,vj000013399564
vj000011720254,vj000011720261,0.3373655913978494,744,vj000013399564
vj000011720280,vj000016671781,0.3403973509933775,755,vj000013399564
vj000011720440,vj000016671831,0.3384223918575064,786,vj000013399564
vj000011720451,vj000011720461,0.3413978494623655,744,vj000013399564
vj000007633558,vj000007633566,0.3604465709728867,627,vj000008031567
vj000002296386,vj000001636323,0.3622047244094488,762,vj000008031567
vj000002296389,vj000002296407,0.363517060367454,762,vj000008031567
vj000002296393,vj000002296410,0.3648293963254593,762,vj000008031567
vj000002296400,vj000002296407,0.363517060367454,762,vj000008031567
vj000002296435,vj000002296410,0.3648293963254593,762,vj000008031567
vj000002296384,vj000001636288,0.3608923884514435,762,vj000008031567
vj000002296385,vj000002296385,0.363517060367454,762,vj000008031567
vj000002296431,vj000001636293,0.3622047244094488,762,vj000008031567
vj000002296432,vj000001636306,0.3658119658119658,585,vj000008031567
vj000002296443,vj000002296443,0.363517060367454,762,vj000008031567
vj000007570334,vj000007570334,0.6019456830158086,39472,vj000007194931
vj000007570339,vj000007570339,0.6019203486015403,39472,vj000007194931
vj000007570358,vj000007570358,0.5889994938417412,11854,vj000007194931
vj000007570359,vj000007570359,0.6089183256960222,25969,vj000007194931
vj000014633077,vj000014633086,0.4079778830963665,2532,vj000013399564
vj000014633103,vj000014633094,0.4020537124802528,2532,vj000013399564
vj000001636261,vj000001636293,0.3622047244094488,762,vj000008031567
vj000001636278,vj000002296410,0.3648293963254593,762,vj000008031567
vj000001636280,vj000001636299,0.3608923884514435,762,vj000008031567
vj000001636281,vj000002296411,0.358267716535433,762,vj000008031567
vj000001636297,vj000001636297,0.3665086887835703,633,vj000008031567
vj000001636302,vj000001636302,0.3680884676145339,633,vj000008031567
vj000001636313,vj000001636313,0.363517060367454,762,vj000008031567
vj000001636314,vj000001636314,0.3608923884514435,762,vj000008031567
vj000001636317,vj000001636317,0.3648293963254593,762,vj000008031567
vj000001636327,vj000001636277,0.358267716535433,762,vj000008031567
vj000007589518,vj000007589518,0.3587962962962963,864,vj000008031567
vj000016672001,vj000016672010,0.3399734395750332,753,vj000013399564
vj000016672022,vj000016672000,0.3390728476821192,755,vj000013399564
vj000016672094,vj000016672038,0.3470198675496688,755,vj000013399564
vj000008031559,vj000008031559,0.3641975308641975,810,vj000008031567
vj000010402740,vj000010402740,0.4091930541368743,4895,vj000011746716
vj000011746716,vj000011746716,0.3799175303688844,8973,vj000011746716
vj000016084598,vj000016084598,0.4279155188246097,1089,vj000011746716
vj000013369957,vj000013369957,0.4318840579710145,690,vj000011746716
vj000013369958,vj000013369958,0.4318840579710145,690,vj000011746716
vj000013369985,vj000013369985,0.4347826086956521,690,vj000011746716
vj000015565297,vj000016672776,0.3371501272264631,786,vj000013399564
vj000015565303,vj000015565251,0.341025641025641,780,vj000013399564
vj000011414902,vj000011414902,0.3924914675767918,297,vj000013399564
vj000011432295,vj000011432295,0.4362057448229793,1497,vj000011746716
vj000011421519,vj000011421519,0.4348697394789579,1497,vj000011746716
vj000011413575,vj000011413575,0.405997210599721,7738,vj000011746716
vj000013384655,vj000013384655,0.463064584212748,2369,vj000011746716
vj000007633549,vj000007633566,0.3604465709728867,627,vj000008031567
vj000007633572,vj000007633566,0.3604465709728867,627,vj000008031567
vj000002296428,vj000002296410,0.3648293963254593,762,vj000008031567
vj000002296404,vj000002296407,0.363517060367454,762,vj000008031567
vj000004465601,vj000004465601,0.4285714285714285,546,vj000011746716
vj000016315234,vj000016315234,0.4143426294820717,502,vj000011746716
vj000016298667,vj000016298667,0.4123711340206185,388,vj000011746716
vj000016298676,vj000016298676,0.4123711340206185,388,vj000011746716
vj000016298682,vj000016298682,0.4175257731958763,388,vj000011746716
vj000002296438,vj000001636317,0.3648293963254593,762,vj000008031567
vj000002296442,vj000001636317,0.3648293963254593,762,vj000008031567
vj000001695711,vj000001695711,0.4728915662650602,1992,vj000011746716
vj000016305388,vj000016305388,0.4169096209912536,343,vj000011746716
vj000016305391,vj000016305391,0.4256559766763848,343,vj000011746716
vj000016305400,vj000016305400,0.4169096209912536,343,vj000011746716
vj000013276238,vj000013276238,0.4222222222222222,315,vj000011746716
vj000015121179,vj000015121179,0.4261460101867572,589,vj000011746716
vj000015121180,vj000015121179,0.4261460101867572,589,vj000011746716
vj000013315066,vj000013315066,0.4738805970149253,1608,vj000011746716
vj000013827212,vj000013827212,0.4123505976095618,502,vj000011746716
vj000013827220,vj000013827220,0.4183266932270916,502,vj000011746716
vj000013220880,vj000013220880,0.4488977955911823,1497,vj000011746716
vj000005484050,vj000005484050,0.4278260869565217,576,vj000011746716
vj000008675221,vj000008675221,0.6121666524665588,11737,vj000007194931
vj000008125640,vj000008125640,0.4086538461538461,2912,vj000013399564
vj000007570345,vj000007570345,0.6119957847901176,34162,vj000007194931
vj000007570357,vj000007570357,0.6022188217291508,39210,vj000007194931
vj000014633064,vj000014633064,0.4022169437846397,2526,vj000013399564
vj000014633071,vj000014633071,0.403008709422011,2526,vj000013399564
vj000014633098,vj000014633098,0.4046769718588981,2523,vj000013399564
vj000014633055,vj000014633055,0.403008709422011,2526,vj000013399564
vj000014633067,vj000014633086,0.4079778830963665,2532,vj000013399564
vj000014633091,vj000014633100,0.4060031595576619,2532,vj000013399564
vj000014633093,vj000014633093,0.4026128266033254,2526,vj000013399564
vj000016737323,vj000016737323,0.3333333333333333,84,vj000016737323
vj000013747815,vj000013747815,0.3410852713178294,1161,vj000013747815
vj000013571966,vj000013571966,0.3763606148732862,29896,vj000013571966
vj000012442723,vj000012442723,0.3831202046035805,1977,vj000012442723
vj000003431979,vj000003431979,0.315028901734104,346,vj000003431979
vj000011253922,vj000011253922,0.3778844460102166,28587,vj000011253922
vj000014609804,vj000014609804,0.3231441048034934,229,vj000014609804
vj000004674828,vj000004674828,0.3845135290731146,29896,vj000004674828
vj000006156561,vj000006156561,0.4119503013686707,45957,vj000006156561
vj000006157978,vj000006157978,0.4542809642560266,4812,vj000006157978
vj000015409355,vj000015409355,0.3730283911671924,1275,vj000015409355
vj000007772228,vj000007772228,0.5592105263157895,304,vj000007772228
vj000006967218,vj000006967218,0.6446797865243495,23984,vj000006967218
vj000016530386,vj000016530386,0.4431741761936785,1488,vj000016530386
vj000001684495,vj000001684495,0.3840597883332497,29893,vj000001684495
vj000005184135,vj000005184135,0.3094339622641509,530,vj000005184135
vj000007344427,vj000007344427,0.3071462880930778,18737,vj000007344427
vj000011591055,vj000011591055,0.5176882661996497,2910,vj000011591055
vj000006970672,vj000006970672,0.5248579132155258,51553,vj000006970672
vj000011036911,vj000011036911,0.3674463937621832,1026,vj000011036911
vj000011781756,vj000011781756,0.3808059427293422,29885,vj000011781756
vj000011719787,vj000011719787,0.375438596491228,886,vj000011719787
vj000008319814,vj000008319814,0.3809937348799702,29896,vj000008319814
vj000002444675,vj000002444675,0.3779141737157004,29856,vj000002444675
vj000005750420,vj000005750420,0.3824428111322157,29824,vj000005750420
vj000005718868,vj000005718868,0.3783750103846473,29494,vj000005718868
vj000002538440,vj000002538440,0.3737075332348596,677,vj000002538440
vj000016564690,vj000016564690,0.3789473684210526,102,vj000016564690
vj000004044737,vj000004044737,0.5106382978723404,47,vj000004044737
vj000000221581,vj000000221581,0.3813608010505581,29483,vj000000221581
vj000004112845,vj000004112845,0.84375,64,vj000004112845
vj000016135910,vj000016135910,0.4881499823134064,2827,vj000016135910
vj000001316374,vj000001316374,0.7182072829131653,3570,vj000001316374
vj000006609466,vj000006609466,0.6443977335039298,43768,vj000006609466
vj000011763977,vj000011763977,0.3810364881747297,29882,vj000011763977
vj000007629945,vj000007629945,0.375396951413147,29433,vj000007629945
vj000011701292,vj000011701292,0.3503937007874015,508,vj000011701292
vj000000227330,vj000000227330,0.7058823529411765,17,vj000000227330
vj000012343200,vj000012343200,0.5892857142857143,336,vj000012343200
vj000007530052,vj000007530052,0.6330335599912261,27354,vj000007530052
vj000008780089,vj000008780089,0.4717931837747506,39494,vj000008780089
vj000014359979,vj000014359979,0.3684210526315789,19,vj000014359979
vj000004112265,vj000004112265,0.734375,64,vj000004112265
vj000006962839,vj000006962839,0.3397142857142857,24500,vj000006962839
vj000010289377,vj000010289377,0.3782240841136849,29897,vj000010289377
vj000012418796,vj000012418796,0.3772523596148346,29902,vj000012418796
vj000005835202,vj000005835202,0.3810195079805375,29901,vj000005835202
vj000011995164,vj000011995164,0.3801132168348511,29141,vj000011995164
vj000006153333,vj000006153333,0.5461002850600495,21401,vj000006153333
vj000005053630,vj000005053630,0.3822540622748739,29873,vj000005053630
vj000005526081,vj000005526081,0.3697478991596639,1098,vj000005526081
vj000006938023,vj000006938023,0.5193357001596416,41969,vj000006938023
vj000007442105,vj000007442105,0.3802489976788352,34211,vj000007442105
vj000016518440,vj000016518440,0.3837209302325581,258,vj000016518440
vj000004736280,vj000004736280,0.5294117647058824,17,vj000004736280
vj000012013315,vj000012013315,0.1794871794871795,39,vj000012013315
vj000008727854,vj000008727854,0.6383910792512943,7533,vj000008727854
vj000013387941,vj000013387941,0.3789029535864979,1200,vj000013387941
vj000007804497,vj000007804497,0.4940047961630695,1259,vj000007804497
vj000016635544,vj000016635544,0.5808179162609542,2055,vj000016635544
vj000003627285,vj000003627285,0.3688822084540089,29836,vj000003627285
vj000013419827,vj000013419827,0.3862760215882806,1302,vj000013419827
vj000007637609,vj000007637609,0.3765499740469462,28387,vj000007637609
vj000014577250,vj000014577250,0.3824940047961631,1680,vj000014577250
vj000000321145,vj000000321145,0.6390862850952093,54459,vj000000321145
vj000008490008,vj000008490008,0.4417220257096023,11591,vj000008490008
vj000013212597,vj000013212597,0.4269392663860493,1718,vj000013212597
vj000004823248,vj000004823248,0.3671794871794872,975,vj000004823248
vj000005940664,vj000005940664,0.3823809112129333,29884,vj000005940664
vj000016491759,vj000016491759,0.3771043771043771,1196,vj000016491759
vj000008724939,vj000008724939,0.5058769010405696,23756,vj000008724939
vj000008750499,vj000008750499,0.6284118638524817,39751,vj000008750499
vj000008670569,vj000008670569,0.5602528235416019,9651,vj000008670569
vj000010845553,vj000010845553,0.3776223776223776,29896,vj000010845553
vj000013228078,vj000013228078,0.5355191256830601,367,vj000013228078
vj000013073136,vj000013073136,0.3809858393687169,29903,vj000013073136
vj000010820868,vj000010820868,0.3705470885255014,29876,vj000010820868
vj000015554384,vj000015554384,0.3843167701863354,1302,vj000015554384
vj000003519353,vj000003519353,0.3802934457916008,29797,vj000003519353
vj000001988704,vj000001988704,0.3813507447459702,29893,vj000001988704
vj000008706259,vj000008706259,0.4102105112415867,27932,vj000008706259
vj000007481611,vj000007481611,0.4228446707893779,13795,vj000007481611
vj000000138095,vj000000138095,0.71875,64,vj000000138095
vj000005437158,vj000005437158,0.5258620689655172,351,vj000005437158
vj000001457377,vj000001457377,0.3724899598393574,1002,vj000001457377
vj000007140327,vj000007140327,0.3679090851854183,31766,vj000007140327
vj000013422382,vj000013422382,0.5523809523809524,525,vj000013422382
vj000013472077,vj000013472077,0.3839990573818782,29686,vj000013472077
vj000014868999,vj000014868999,0.377333493917861,29475,vj000014868999
vj000014732651,vj000014732651,0.3739601470303734,29167,vj000014732651
vj000011090759,vj000011090759,0.5262965668371073,8214,vj000011090759
vj000005056531,vj000005056531,0.3814428725076528,29894,vj000005056531
vj000003182929,vj000003182929,0.3773593384864281,29896,vj000003182929
vj000006729672,vj000006729672,0.4946690400601912,54493,vj000006729672
vj000009121525,vj000009121525,0.6057287278854254,1188,vj000009121525
